# VoIP rates (dollars per minute): from http://www.cheapvoipinc.com/Ratesheet-grey.csv
dialprefix,destination,rateinitial
6692375,Thailand Mobile AIN GlobalComm,0.0074
6692374,Thailand Mobile AIN GlobalComm,0.0074
6692373,Thailand Mobile AIN GlobalComm,0.0074
6692372,Thailand Mobile AIN GlobalComm,0.0074
6692371,Thailand Mobile AIN GlobalComm,0.0074
6692370,Thailand Mobile AIN GlobalComm,0.0074
6692369,Thailand Mobile AIN GlobalComm,0.0074
6692368,Thailand Mobile AIN GlobalComm,0.0074
6692367,Thailand Mobile AIN GlobalComm,0.0074
6692365,Thailand Mobile AIN GlobalComm,0.0074
6692364,Thailand Mobile AIN GlobalComm,0.0074
6692363,Thailand Mobile AIN GlobalComm,0.0074
6692362,Thailand Mobile AIN GlobalComm,0.0074
6692361,Thailand Mobile AIN GlobalComm,0.0074
6692360,Thailand Mobile AIN GlobalComm,0.0074
6692359,Thailand Mobile AIN GlobalComm,0.0074
6692358,Thailand Mobile AIN GlobalComm,0.0074
6692357,Thailand Mobile AIN GlobalComm,0.0074
6692356,Thailand Mobile AIN GlobalComm,0.0074
6692354,Thailand Mobile AIN GlobalComm,0.0074
6692353,Thailand Mobile AIN GlobalComm,0.0074
6692352,Thailand Mobile AIN GlobalComm,0.0074
6692351,Thailand Mobile AIN GlobalComm,0.0074
6692350,Thailand Mobile AIN GlobalComm,0.0074
6692349,Thailand Mobile AIN GlobalComm,0.0074
6692348,Thailand Mobile AIN GlobalComm,0.0074
6692347,Thailand Mobile AIN GlobalComm,0.0074
6692346,Thailand Mobile AIN GlobalComm,0.0074
6692345,Thailand Mobile AIN GlobalComm,0.0074
6692343,Thailand Mobile AIN GlobalComm,0.0074
6692342,Thailand Mobile AIN GlobalComm,0.0074
6692341,Thailand Mobile AIN GlobalComm,0.0074
6692340,Thailand Mobile AIN GlobalComm,0.0074
6692339,Thailand Mobile AIN GlobalComm,0.0074
6692338,Thailand Mobile AIN GlobalComm,0.0074
6692337,Thailand Mobile AIN GlobalComm,0.0074
6692336,Thailand Mobile AIN GlobalComm,0.0074
6692335,Thailand Mobile AIN GlobalComm,0.0074
6692334,Thailand Mobile AIN GlobalComm,0.0074
6692332,Thailand Mobile AIN GlobalComm,0.0074
6692331,Thailand Mobile AIN GlobalComm,0.0074
6692330,Thailand Mobile AIN GlobalComm,0.0074
6692329,Thailand Mobile AIN GlobalComm,0.0074
6692328,Thailand Mobile AIN GlobalComm,0.0074
6692327,Thailand Mobile AIN GlobalComm,0.0074
6692326,Thailand Mobile AIN GlobalComm,0.0074
6692325,Thailand Mobile AIN GlobalComm,0.0074
6692324,Thailand Mobile AIN GlobalComm,0.0074
6692323,Thailand Mobile AIN GlobalComm,0.0074
6692321,Thailand Mobile AIN GlobalComm,0.0074
6692320,Thailand Mobile AIN GlobalComm,0.0074
6692319,Thailand Mobile AIN GlobalComm,0.0074
6692318,Thailand Mobile AIN GlobalComm,0.0074
6692317,Thailand Mobile AIN GlobalComm,0.0074
6692316,Thailand Mobile AIN GlobalComm,0.0074
6692315,Thailand Mobile AIN GlobalComm,0.0074
6692314,Thailand Mobile AIN GlobalComm,0.0074
6692313,Thailand Mobile AIN GlobalComm,0.0074
6692312,Thailand Mobile AIN GlobalComm,0.0074
6692310,Thailand Mobile AIN GlobalComm,0.0074
6692309,Thailand Mobile AIN GlobalComm,0.0074
6692308,Thailand Mobile AIN GlobalComm,0.0074
6692307,Thailand Mobile AIN GlobalComm,0.0074
6692306,Thailand Mobile AIN GlobalComm,0.0074
6692305,Thailand Mobile AIN GlobalComm,0.0074
6692304,Thailand Mobile AIN GlobalComm,0.0074
6692303,Thailand Mobile AIN GlobalComm,0.0074
6692302,Thailand Mobile AIN GlobalComm,0.0074
6692301,Thailand Mobile AIN GlobalComm,0.0074
6692298,Thailand Mobile AIN GlobalComm,0.0074
6692297,Thailand Mobile AIN GlobalComm,0.0074
6692296,Thailand Mobile AIN GlobalComm,0.0074
6692295,Thailand Mobile AIN GlobalComm,0.0074
6692294,Thailand Mobile AIN GlobalComm,0.0074
6692293,Thailand Mobile AIN GlobalComm,0.0074
6692292,Thailand Mobile AIN GlobalComm,0.0074
6692291,Thailand Mobile AIN GlobalComm,0.0074
6692290,Thailand Mobile AIN GlobalComm,0.0074
6692289,Thailand Mobile AIN GlobalComm,0.0074
6692287,Thailand Mobile AIN GlobalComm,0.0074
6692286,Thailand Mobile AIN GlobalComm,0.0074
6692285,Thailand Mobile AIN GlobalComm,0.0074
6692284,Thailand Mobile AIN GlobalComm,0.0074
6692283,Thailand Mobile AIN GlobalComm,0.0074
6692282,Thailand Mobile AIN GlobalComm,0.0074
6692281,Thailand Mobile AIN GlobalComm,0.0074
6692280,Thailand Mobile AIN GlobalComm,0.0074
6692279,Thailand Mobile AIN GlobalComm,0.0074
6692278,Thailand Mobile AIN GlobalComm,0.0074
6692276,Thailand Mobile AIN GlobalComm,0.0074
6692275,Thailand Mobile AIN GlobalComm,0.0074
6692274,Thailand Mobile AIN GlobalComm,0.0074
6692273,Thailand Mobile AIN GlobalComm,0.0074
6692272,Thailand Mobile AIN GlobalComm,0.0074
6692271,Thailand Mobile AIN GlobalComm,0.0074
6692270,Thailand Mobile AIN GlobalComm,0.0074
6692269,Thailand Mobile AIN GlobalComm,0.0074
6692268,Thailand Mobile AIN GlobalComm,0.0074
6692267,Thailand Mobile AIN GlobalComm,0.0074
6692265,Thailand Mobile AIN GlobalComm,0.0074
6692264,Thailand Mobile AIN GlobalComm,0.0074
6692263,Thailand Mobile AIN GlobalComm,0.0074
6692262,Thailand Mobile AIN GlobalComm,0.0074
6692261,Thailand Mobile AIN GlobalComm,0.0074
6692260,Thailand Mobile AIN GlobalComm,0.0074
6692259,Thailand Mobile AIN GlobalComm,0.0074
6692258,Thailand Mobile AIN GlobalComm,0.0074
6692257,Thailand Mobile AIN GlobalComm,0.0074
6692256,Thailand Mobile AIN GlobalComm,0.0074
6692254,Thailand Mobile AIN GlobalComm,0.0074
6692253,Thailand Mobile AIN GlobalComm,0.0074
6692252,Thailand Mobile AIN GlobalComm,0.0074
6692251,Thailand Mobile AIN GlobalComm,0.0074
6692250,Thailand Mobile AIN GlobalComm,0.0074
6692249,Thailand Mobile AIN GlobalComm,0.0074
6692248,Thailand Mobile AIN GlobalComm,0.0074
6692247,Thailand Mobile AIN GlobalComm,0.0074
6692246,Thailand Mobile AIN GlobalComm,0.0074
6688998,Thailand Mobile AIN GlobalComm,0.0074
6688997,Thailand Mobile AIN GlobalComm,0.0074
6688996,Thailand Mobile AIN GlobalComm,0.0074
6690315,Thailand Mobile AIS,0.0081
6690314,Thailand Mobile AIS,0.0081
6690313,Thailand Mobile AIS,0.0081
6690312,Thailand Mobile AIS,0.0081
6690310,Thailand Mobile AIS,0.0081
6690309,Thailand Mobile AIS,0.0081
6690308,Thailand Mobile AIS,0.0081
6690307,Thailand Mobile AIS,0.0081
6690306,Thailand Mobile AIS,0.0081
6690305,Thailand Mobile AIS,0.0081
6690304,Thailand Mobile AIS,0.0081
6690303,Thailand Mobile AIS,0.0081
6690302,Thailand Mobile AIS,0.0081
6690301,Thailand Mobile AIS,0.0081
6690208,Thailand Mobile AIS,0.0081
6690207,Thailand Mobile AIS,0.0081
6690206,Thailand Mobile AIS,0.0081
6690205,Thailand Mobile AIS,0.0081
6690204,Thailand Mobile AIS,0.0081
6690203,Thailand Mobile AIS,0.0081
6690202,Thailand Mobile AIS,0.0081
25567,Tanzania Mobile Tigo,0.3571
8869912,Taiwan Mobile Chunghwa Mobile,0.0916
8869911,Taiwan Mobile Chunghwa Mobile,0.0916
886965,Taiwan Mobile Chunghwa Mobile,0.0916
886909,Taiwan Mobile Taiwan Mobile,0.0912
4673126,Sweden Mobile Telenor,0.0154
467191002,Sweden Mobile Telenor,0.0154
467191001,Sweden Mobile Telenor,0.0154
4673170,Sweden Mobile Telia,0.0154
46724002,Sweden - Mobile Telia,0.0173
46723407,Sweden Mobile Telia,0.0154
46723406,Sweden Mobile Telia,0.0154
46723405,Sweden Mobile Telia,0.0154
46723404,Sweden Mobile Telia,0.0154
46723401,Sweden Mobile Telia,0.0154
46720908,Sweden Mobile Telia,0.0154
46720902,Sweden Mobile Telia,0.0154
46720808,Sweden Mobile Telia,0.0154
46720802,Sweden Mobile Telia,0.0154
46720801,Sweden Mobile Telia,0.0154
46720509,Sweden Mobile Telia,0.0154
46720504,Sweden Mobile Telia,0.0154
46720503,Sweden Mobile Telia,0.0154
46720502,Sweden Mobile Telia,0.0154
4671,Sweden Mobile,0.0153
467934,Sweden Mobile Three,0.0154
467933,Sweden Mobile Three,0.0154
467932,Sweden Mobile Three,0.0154
467931,Sweden Mobile Three,0.0154
467930,Sweden Mobile Three,0.0154
467672598,Sweden Mobile Tele2,0.0154
467672597,Sweden Mobile Tele2,0.0154
467672596,Sweden Mobile Tele2,0.0154
467672595,Sweden Mobile Tele2,0.0154
467672594,Sweden Mobile Tele2,0.0154
467672593,Sweden Mobile Tele2,0.0154
467672592,Sweden Mobile Tele2,0.0154
467672591,Sweden Mobile Tele2,0.0154
467672590,Sweden Mobile Tele2,0.0154
46767258,Sweden Mobile Tele2,0.0154
46767257,Sweden Mobile Tele2,0.0154
46767256,Sweden Mobile Tele2,0.0154
46767255,Sweden Mobile Tele2,0.0154
46767254,Sweden Mobile Tele2,0.0154
46767253,Sweden Mobile Tele2,0.0154
46767252,Sweden Mobile Tele2,0.0154
46767251,Sweden Mobile Tele2,0.0154
46767250,Sweden Mobile Tele2,0.0154
46738689,Sweden Mobile Tele2,0.0154
46738686,Sweden Mobile Tele2,0.0154
46738685,Sweden Mobile Tele2,0.0154
46738684,Sweden Mobile Tele2,0.0154
46738683,Sweden Mobile Tele2,0.0154
46738682,Sweden Mobile Tele2,0.0154
46738681,Sweden Mobile Tele2,0.0154
46738680,Sweden Mobile Tele2,0.0154
59776,Suriname Mobile Digicel,0.2709
24993,Sudan Mobile MTN,0.1556
346014,Spain Mobile Telefonica,0.016
27632,South Africa Mobile MTN,0.0267
27631,South Africa Mobile MTN,0.0267
27630,South Africa Mobile MTN,0.0267
25270,Somalia Special Services,1.25
2522236045,Somalia Special Services,1.25
2522235337,Somalia Special Services,1.25
2522235319,Somalia Special Services,1.25
2522230209,Somalia Special Services,1.25
2522230208,Somalia Special Services,1.25
2522230207,Somalia Special Services,1.25
2522230203,Somalia Special Services,1.25
25215,Somalia Hortel,0.3255
25211,Somalia Hortel,0.3255
25242,Somalia Golis,0.3221
677794,Solomon Islands Mobile,0.6789
658731,Singapore Mobile Singtel,0.0072
658730,Singapore Mobile Singtel,0.0072
381391,Serbia kujtesanet Kosovo,0.1148
3813901,Serbia kujtesanet Kosovo,0.1148
3813841,Serbia kujtesanet Kosovo,0.1148
3813840,Serbia kujtesanet Kosovo,0.1148
381291,Serbia kujtesanet Kosovo,0.1148
3812901,Serbia kujtesanet Kosovo,0.1148
381281,Serbia kujtesanet Kosovo,0.1148
3812804,Serbia kujtesanet Kosovo,0.1148
38176767,Serbia Special Services MT:S,1.25
38176543,Serbia Special Services MT:S,1.25
38176540,Serbia Special Services MT:S,1.25
38111415,Serbia Fixed Orion Telekom,0.1066
966572,Saudi Arabia Mobile,0.114
966571,Saudi Arabia Mobile,0.114
966570,Saudi Arabia Mobile,0.114
1784534,Saint Vincent And The Grenadines Mobile Digicel,0.2067
795322,Russia Mobile Beeline,0.0469
795321,Russia Mobile Beeline,0.0469
795320,Russia Mobile Beeline,0.0469
795102,Russia Mobile Beeline,0.0469
795101,Russia Mobile Beeline,0.0469
795100,Russia Mobile Beeline,0.0469
790899,Russia Mobile Beeline,0.0469
790898,Russia Mobile Beeline,0.0469
790897,Russia Mobile Beeline,0.0469
790896,Russia Mobile Beeline,0.0469
7908464,Russia Mobile Beeline,0.0469
7908463,Russia Mobile Beeline,0.0469
7908462,Russia Mobile Beeline,0.0469
7908461,Russia Mobile Beeline,0.0469
7908460,Russia Mobile Beeline,0.0469
790845,Russia Mobile Beeline,0.0469
790844,Russia Mobile Beeline,0.0469
790462,Russia Mobile Beeline,0.0469
7902559,Russia Mobile Beeline,0.0469
7902557,Russia Mobile Beeline,0.0469
7902556,Russia Mobile Beeline,0.0469
7902555,Russia Mobile Beeline,0.0469
7902554,Russia Mobile Beeline,0.0469
7902553,Russia Mobile Beeline,0.0469
790252,Russia Mobile Beeline,0.0469
790207,Russia Mobile Beeline,0.0469
790206,Russia Mobile Beeline,0.0469
790205,Russia Mobile Beeline,0.0469
7902734,Russia Mobile Rostelecom,0.0425
7902733,Russia Mobile Rostelecom,0.0425
7902732,Russia Mobile Rostelecom,0.0425
7902731,Russia Mobile Rostelecom,0.0425
7902730,Russia Mobile Rostelecom,0.0425
799999,Russia Mobile Megafon,0.0434
799998,Russia Mobile Megafon,0.0434
799997,Russia Mobile Megafon,0.0434
799996,Russia Mobile Megafon,0.0434
7999949,Russia Mobile Megafon,0.0434
799987,Russia Mobile Megafon,0.0434
799986,Russia Mobile Megafon,0.0434
799985,Russia Mobile Megafon,0.0434
799984,Russia Mobile Megafon,0.0434
799983,Russia Mobile Megafon,0.0434
799982,Russia Mobile Megafon,0.0434
799981,Russia Mobile Megafon,0.0434
799980,Russia Mobile Megafon,0.0434
799979,Russia Mobile Megafon,0.0434
799978,Russia Mobile Megafon,0.0434
7999778,Russia Mobile Megafon,0.0434
7999776,Russia Mobile Megafon,0.0434
7999775,Russia Mobile Megafon,0.0434
7999774,Russia Mobile Megafon,0.0434
7999773,Russia Mobile Megafon,0.0434
7999772,Russia Mobile Megafon,0.0434
7999771,Russia Mobile Megafon,0.0434
7999770,Russia Mobile Megafon,0.0434
799976,Russia Mobile Megafon,0.0434
799975,Russia Mobile Megafon,0.0434
799974,Russia Mobile Megafon,0.0434
799973,Russia Mobile Megafon,0.0434
799972,Russia Mobile Megafon,0.0434
799971,Russia Mobile Megafon,0.0434
799970,Russia Mobile Megafon,0.0434
799969,Russia Mobile Megafon,0.0434
7999686,Russia Mobile Megafon,0.0434
7999685,Russia Mobile Megafon,0.0434
7999684,Russia Mobile Megafon,0.0434
7999683,Russia Mobile Megafon,0.0434
7999682,Russia Mobile Megafon,0.0434
7999681,Russia Mobile Megafon,0.0434
799967,Russia Mobile Megafon,0.0434
799966,Russia Mobile Megafon,0.0434
799965,Russia Mobile Megafon,0.0434
799964,Russia Mobile Megafon,0.0434
799963,Russia Mobile Megafon,0.0434
799962,Russia Mobile Megafon,0.0434
799961,Russia Mobile Megafon,0.0434
799960,Russia Mobile Megafon,0.0434
79995,Russia Mobile Megafon,0.0434
799949,Russia Mobile Megafon,0.0434
799948,Russia Mobile Megafon,0.0434
799947,Russia Mobile Megafon,0.0434
799946,Russia Mobile Megafon,0.0434
799945,Russia Mobile Megafon,0.0434
7999449,Russia Mobile Megafon,0.0434
7999448,Russia Mobile Megafon,0.0434
7999447,Russia Mobile Megafon,0.0434
7999446,Russia Mobile Megafon,0.0434
7999445,Russia Mobile Megafon,0.0434
7999443,Russia Mobile Megafon,0.0434
7999442,Russia Mobile Megafon,0.0434
7999441,Russia Mobile Megafon,0.0434
7999440,Russia Mobile Megafon,0.0434
799943,Russia Mobile Megafon,0.0434
799942,Russia Mobile Megafon,0.0434
799941,Russia Mobile Megafon,0.0434
799940,Russia Mobile Megafon,0.0434
799939,Russia Mobile Megafon,0.0434
799938,Russia Mobile Megafon,0.0434
799937,Russia Mobile Megafon,0.0434
799936,Russia Mobile Megafon,0.0434
799935,Russia Mobile Megafon,0.0434
799934,Russia Mobile Megafon,0.0434
7999339,Russia Mobile Megafon,0.0434
7999338,Russia Mobile Megafon,0.0434
7999337,Russia Mobile Megafon,0.0434
7999336,Russia Mobile Megafon,0.0434
7999335,Russia Mobile Megafon,0.0434
7999334,Russia Mobile Megafon,0.0434
7999332,Russia Mobile Megafon,0.0434
7999331,Russia Mobile Megafon,0.0434
7999330,Russia Mobile Megafon,0.0434
799932,Russia Mobile Megafon,0.0434
799931,Russia Mobile Megafon,0.0434
799930,Russia Mobile Megafon,0.0434
79992,Russia Mobile Megafon,0.0434
79991,Russia Mobile Megafon,0.0434
799909,Russia Mobile Megafon,0.0434
799908,Russia Mobile Megafon,0.0434
799907,Russia Mobile Megafon,0.0434
799906,Russia Mobile Megafon,0.0434
7999059,Russia Mobile Megafon,0.0434
7999058,Russia Mobile Megafon,0.0434
7999057,Russia Mobile Megafon,0.0434
7999056,Russia Mobile Megafon,0.0434
7999054,Russia Mobile Megafon,0.0434
7999053,Russia Mobile Megafon,0.0434
7999052,Russia Mobile Megafon,0.0434
7999051,Russia Mobile Megafon,0.0434
7999050,Russia Mobile Megafon,0.0434
799904,Russia Mobile Megafon,0.0434
799903,Russia Mobile Megafon,0.0434
799902,Russia Mobile Megafon,0.0434
799901,Russia Mobile Megafon,0.0434
799900,Russia Mobile Megafon,0.0434
793950,Russia Mobile,0.0438
79394,Russia Mobile,0.0438
793939,Russia Mobile,0.0438
7869,Russia Fixed 5,0.0261
7855,Russia Fixed 5,0.0261
7843,Russia Fixed 5,0.0261
7365,Russia Fixed 5,0.0261
407012,Romania - Mobile Others,0.0189
407011,Romania - Mobile Others,0.0189
407010,Romania - Mobile Others,0.0189
974506,Qatar Mobile,0.1673
974505,Qatar Mobile,0.1673
974504,Qatar Mobile,0.1673
974503,Qatar Mobile,0.1673
35126100009,Portugal Fixed Oni Telecom,0.0046
35126100008,Portugal Fixed Oni Telecom,0.0046
35126100007,Portugal Fixed Oni Telecom,0.0046
35126100006,Portugal Fixed Oni Telecom,0.0046
35126100005,Portugal Fixed Oni Telecom,0.0046
35126100004,Portugal Fixed Oni Telecom,0.0046
35126100002,Portugal Fixed Oni Telecom,0.0046
35126100001,Portugal Fixed Oni Telecom,0.0046
35126100000,Portugal Fixed Oni Telecom,0.0046
48221180,Poland Special Services,1.25
4878027,Poland Mobile P4,0.0166
4878024,Poland Mobile P4,0.0166
4878023,Poland Mobile P4,0.0166
4878022,Poland Mobile P4,0.0166
4878021,Poland Mobile P4,0.0166
4878025,Poland Mobile,0.0159
487397,Poland Mobile,0.0159
487806,Poland Mobile Orange,0.0132
487805,Poland Mobile Orange,0.0132
4878029,Poland Mobile Orange,0.0132
4878028,Poland Mobile Orange,0.0132
4878020,Poland Mobile Orange,0.0132
487801,Poland Mobile Orange,0.0132
487800,Poland Mobile Orange,0.0132
48757779,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757778,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757777,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757776,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757775,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757774,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757772,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757771,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48757770,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48746637,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48746636,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48746635,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48746634,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48746632,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48746631,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552739,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552737,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552736,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552735,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552734,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552733,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552732,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552731,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552730,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552419,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552417,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552416,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552415,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48552410,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48422229,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48422228,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48422227,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48422226,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48422220,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338709,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338708,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338707,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338706,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338705,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338704,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338703,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338702,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48338701,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324769,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324767,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324766,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324765,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324764,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324763,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324762,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324761,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48324760,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323388,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323387,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323386,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323385,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323384,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323383,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323382,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323381,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48323380,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812279,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812278,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812277,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812276,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812275,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812274,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812273,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812272,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122718,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122717,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122716,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122715,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122714,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122713,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122712,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122711,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48122710,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4812270,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48843082,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48773082,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48343161,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48343160,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48943179,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48943178,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48943177,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48943171,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48943170,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48182118,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146289,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146288,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146287,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146286,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146285,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146284,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146283,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146282,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48146281,Poland Fixed Orange Polska S.A. Zone 1,0.0094
48225989,Poland Orange Polska S.A. Warsaw,0.01
48225988,Poland Orange Polska S.A. Warsaw,0.01
48225986,Poland Orange Polska S.A. Warsaw,0.01
48225985,Poland Orange Polska S.A. Warsaw,0.01
48225984,Poland Orange Polska S.A. Warsaw,0.01
48225983,Poland Orange Polska S.A. Warsaw,0.01
48225982,Poland Orange Polska S.A. Warsaw,0.01
48225981,Poland Orange Polska S.A. Warsaw,0.01
48225980,Poland Orange Polska S.A. Warsaw,0.01
63962,Philippines Mobile Smart,0.1353
63950,Philippines Mobile Smart,0.1353
5197729,Peru Mobile Movistar,0.0315
5197728,Peru Mobile Movistar,0.0315
5197727,Peru Mobile Movistar,0.0315
5197726,Peru Mobile Movistar,0.0315
5197725,Peru Mobile Movistar,0.0315
5197724,Peru Mobile Movistar,0.0315
5197723,Peru Mobile Movistar,0.0315
5197722,Peru Mobile Movistar,0.0315
5197721,Peru Mobile Movistar,0.0315
5196399,Peru Mobile Movistar,0.0315
5196398,Peru Mobile Movistar,0.0315
5196395,Peru Mobile Movistar,0.0315
5196394,Peru Mobile Movistar,0.0315
5196393,Peru Mobile Movistar,0.0315
5196392,Peru Mobile Movistar,0.0315
5196391,Peru Mobile Movistar,0.0315
5196390,Peru Mobile Movistar,0.0315
519838,Peru Mobile Claro,0.0372
519832,Peru Mobile Claro,0.0372
519831,Peru Mobile Claro,0.0372
519830,Peru Mobile Claro,0.0372
5198299,Peru Mobile Claro,0.0372
5198297,Peru Mobile Claro,0.0372
5198296,Peru Mobile Claro,0.0372
5198295,Peru Mobile Claro,0.0372
5198294,Peru Mobile Claro,0.0372
5198293,Peru Mobile Claro,0.0372
5198292,Peru Mobile Claro,0.0372
5198291,Peru Mobile Claro,0.0372
5198290,Peru Mobile Claro,0.0372
519828,Peru Mobile Claro,0.0372
5198269,Peru Mobile Claro,0.0372
5198267,Peru Mobile Claro,0.0372
5198266,Peru Mobile Claro,0.0372
5198265,Peru Mobile Claro,0.0372
5198264,Peru Mobile Claro,0.0372
5198263,Peru Mobile Claro,0.0372
5198262,Peru Mobile Claro,0.0372
519825,Peru Mobile Claro,0.0372
519824,Peru Mobile Claro,0.0372
519822,Peru Mobile Claro,0.0372
519821,Peru Mobile Claro,0.0372
519820,Peru Mobile Claro,0.0372
5197820,Peru Mobile Claro,0.0372
519771,Peru Mobile Claro,0.0372
519727,Peru Mobile Claro,0.0372
519722,Peru Mobile Claro,0.0372
519702,Peru Mobile Claro,0.0372
519654,Peru Mobile Claro,0.0372
519652,Peru Mobile Claro,0.0372
519651,Peru Mobile Claro,0.0372
519638,Peru Mobile Claro,0.0372
519614,Peru Mobile Claro,0.0372
519613,Peru Mobile Claro,0.0372
519612,Peru Mobile Claro,0.0372
519573,Peru Mobile Claro,0.0372
519572,Peru Mobile Claro,0.0372
519571,Peru Mobile Claro,0.0372
519570,Peru Mobile Claro,0.0372
5195420,Peru Mobile Claro,0.0372
519538,Peru Mobile Claro,0.0372
5195359,Peru Mobile Claro,0.0372
5195358,Peru Mobile Claro,0.0372
5195357,Peru Mobile Claro,0.0372
5195351,Peru Mobile Claro,0.0372
519534,Peru Mobile Claro,0.0372
