dd long,dd lat,species
-76.95,5.05,bradypus variegatus
-75.6833,8.2833,bradypus variegatus
-67.9333,3.8667,bradypus variegatus
-72.5167,7.9,bradypus variegatus
-73.9167,7.1667,bradypus variegatus
-75.35,9.5,bradypus variegatus
-83.5667,9.9167,bradypus variegatus
-83.4667,8.95,bradypus variegatus
-79.4667,0.3333,bradypus variegatus
-85.9333,13.1833,bradypus variegatus
-82.4,9.3,bradypus variegatus
-79.9833,9.25,bradypus variegatus
-79.9,9.2167,bradypus variegatus
-79.6,9.2833,bradypus variegatus
-77.6,8.0,bradypus variegatus
-78.3667,7.9667,bradypus variegatus
-79.35,9.2333,bradypus variegatus
-74.2167,-4.8333,bradypus variegatus
-65.9167,3.0833,bradypus variegatus
-66.8333,10.3667,bradypus variegatus
-72.6,9.15,bradypus variegatus
-67.8333,-16.3333,microryzomys minutus
-67.8833,-16.3,microryzomys minutus
-70.9167,-13.5,microryzomys minutus
-72.35,-12.8833,microryzomys minutus
-76.15,-9.7,microryzomys minutus
-79.05,-6.9,microryzomys minutus
-79.6,-5.4,microryzomys minutus
-79.3833,-5.11667,microryzomys minutus
-79.4333,-2.8,microryzomys minutus
-78.4167,-1.4,microryzomys minutus
-78.4833,-1.36667,microryzomys minutus
-78.3833,-0.36667,microryzomys minutus
-78.4,-0.21667,microryzomys minutus
-78.8333,0.116667,microryzomys minutus
-76.5667,1.95,microryzomys minutus
-76.3,2.483333,microryzomys minutus
-74.3667,4.35,microryzomys minutus
-74.0833,4.566667,microryzomys minutus
-75.5667,4.633333,microryzomys minutus
-71.4,8.6,microryzomys minutus
-70.85,8.8,microryzomys minutus
-70.7667,8.983333,microryzomys minutus
-63.5333,10.2,microryzomys minutus
-73.65,10.71667,microryzomys minutus
-77.8333,-6.75,microryzomys minutus
-78.95,-2.48333,microryzomys minutus
-78.4667,-0.3,microryzomys minutus
-63.85,-17.4,bradypus variegatus
-64.4167,-16.0,bradypus variegatus
-60.0833,-3.1333,bradypus variegatus
-62.0833,-3.8333,bradypus variegatus
-40.0667,-19.3333,bradypus variegatus
-55.5,-3.6667,bradypus variegatus
-55.0,-2.4333,bradypus variegatus
-55.2833,-3.45,bradypus variegatus
-69.95,-4.15,bradypus variegatus
-76.2667,7.0167,bradypus variegatus
-75.5833,6.25,bradypus variegatus
-76.6833,5.1,bradypus variegatus
-77.1667,7.6667,bradypus variegatus
-75.6833,8.2833,bradypus variegatus
-74.7333,9.1167,bradypus variegatus
-74.3,4.5833,bradypus variegatus
-71.3167,12.35,bradypus variegatus
-75.3333,0.4667,bradypus variegatus
-84.5,10.3333,bradypus variegatus
-83.5667,9.9167,bradypus variegatus
-79.75,-1.5333,bradypus variegatus
-77.1333,-0.7,bradypus variegatus
-84.5333,13.95,bradypus variegatus
-81.8,8.9333,bradypus variegatus
-82.7833,9.6,bradypus variegatus
-82.25,9.1833,bradypus variegatus
-79.8167,9.1667,bradypus variegatus
-79.9333,9.25,bradypus variegatus
-79.9833,9.25,bradypus variegatus
-77.6,8.0,bradypus variegatus
-79.35,9.2333,bradypus variegatus
-73.25,-3.7667,bradypus variegatus
-72.1,-3.3167,bradypus variegatus
-74.2167,-4.7,bradypus variegatus
-72.6,9.15,bradypus variegatus
-67.8333,-16.3333,microryzomys minutus
-67.8833,-16.3,microryzomys minutus
-67.8,-16.2667,microryzomys minutus
-76.2333,-9.9167,microryzomys minutus
-77.7,-6.63333,microryzomys minutus
-79.6667,-3.66667,microryzomys minutus
-79.6833,-3.63333,microryzomys minutus
-79.4333,-2.8,microryzomys minutus
-78.4333,-1.45,microryzomys minutus
-78.4,-0.21667,microryzomys minutus
-78.6,-0.1,microryzomys minutus
-78.8667,0.2,microryzomys minutus
-76.4833,1.95,microryzomys minutus
-76.9167,2.583333,microryzomys minutus
-76.95,2.666667,microryzomys minutus
-75.5,4.583333,microryzomys minutus
-76.0667,6.466667,microryzomys minutus
-72.4333,7.45,microryzomys minutus
-71.0167,8.6,microryzomys minutus
-70.7667,8.983333,microryzomys minutus
-70.3,9.35,microryzomys minutus
-63.8667,10.11667,microryzomys minutus
-73.5,10.91667,microryzomys minutus
-77.8333,-6.75,microryzomys minutus
-79.0167,-3.41667,microryzomys minutus
-78.55,-0.16667,microryzomys minutus
-78.2667,0.13333,microryzomys minutus
