,class,documents
7636,42,"@april_grant MAYBE IT IS CHIPMUNK!!!!!!!!!!!!!!!!!!
"
7637,42,"No college tomorrow. SWEEEEET.
"
7638,42,"All playstations and xboxs should be BURNT!!
"
7639,42,"@april_grant yes yes baby girl ;)
"
7640,42,"Alphabetical order initials! Woooow! :) http://twitpic.com/128qei
"
7641,42,"Bellyaches can suck my dick.
"
7642,42,"i know @joshuanoon, its actually AMAAAAZING ;)
"
7643,42,"@april_grant your tweets are making me laugh so much!!! :L
"
7644,42,"im tweeting so much because im happy twitter isn't filtered at college.
"
7645,42,"I was just listening to 'Happy Ending' but the Filsham Version, SAD TIMES. I miss school so much.
"
7646,42,"@joshuanoon, LAUGH OUT LOUD!
"
7647,42,"@joshuanoon, come on! i thought you had decent taste! ;) Lloyd Daniels is not too shabby though ;)
"
7648,42,"everybody follow @JordanKuyper :)
"
7649,42,"I'm not appreciating all the tweets saying im addicted to twitter! :O
"
7650,42,"@Jordzlikez, twitter is too addictive, and so so so much better than worrrk :)
"
7651,42,"i love my new followers, @croseyes92 & @jess_b1992 :)
"
7652,42,"@april_grant, im not dressed for the weather either, i'm wearing shorts baaaaby! ;)
"
7653,42,"@joshuanoon NO WAY!!! thats sick.
"
7654,42,"Would appreciate a marriage proposal from @jasonderulo!
"
7655,42,"Sitting at college, having a conversation about the @jlsofficial tour which is in 24 days!!
"
7656,42,"My head becomes a jukebox when I'm trying to sleep. Nothing is more annoying than that...
"
7657,42,"The Cleveland show actually makes me 'laugh out loud'.
"
7658,42,"I love glee a little too much!!
"
7659,42,"All the clocks in my house say a different time, I hate it.
"
7660,42,"I thought i was well cocky downloading a 'free' twitter app to my phone- turns out its a 10 day free trial! Not quite so good!
"
7661,42,"what an exciting monday night! i just want to watch GLEE!
"
7662,42,"@joshuanoon I entered that! Hahaha good old Bliss Mag ;)
"
7663,42,"@joshuanoon why the random text earlier? :)
"
7664,42,"Just ate my first ever cherry. Pretty gooood.
"
7665,42,"@april_grant what happened with my best friend? :/ ALSO what's this JLS thaaang?! :O AND why are you watching loose women with twat on it!?
"
7666,42,"@Jorgeeeox really! :O I'm jealous! :L
"
7667,42,"THE*
"
7668,42,"I want to go see te princess and the frog.
"
7669,42,"I'm wasting my life.
"
7670,42,"No college on a Monday is bliss. A day in bed for me!
"
7671,42,"@april_grant hahaha how come?! What's she done?
"
7672,42,"@kirstyhoggins but I think hank baskett is a colt! :O
"
7673,42,"@kirstyhoggins me too! C'mon Colts!!!
"
7674,42,"@kirstyhoggins what is it then?! I want to be there! :)
"
7675,42,"Is the superbowl the American version of the world cup?
"
7676,42,"Watching the super bowl.. And honestly, have no idea what it is.
"
7677,42,"I just walked all the way to the fridge, pulled out a bottle of water, took the lid off to drop the whole bottle on the floor! not cool!!
"
7678,42,"i could do with one of them big hot dogs from college right now @april_grant ;)
"
7679,42,"I'm really not in the texting mood but I keep getting texts from people who want a full blown conversation.
"
7680,42,"@april_grant ummm, shall we leave it for half term? :)
"
7681,42,"maybe just make it both.
"
7682,42,"actually.. make that some brownies..
"
7683,42,"i fancy some cookies.
"
7684,42,"Just done a car insurance quote for the car I want to buy.. It ranged from £1027 to £6547. I wonder what one I'll go for..
"
7685,42,"The thought of going into to work tomorrow makes me want to cry. People treat me as a skivvy.
"
7686,42,"@april_grant you never rang meeeeeee
"
7687,42,"my brother is 20 and throwing bouncy balls at me. MATURE
"
7688,42,"Ahh, bed time. The best part of the day without a doubt!
"
7689,42,"Watching 'the osbournes'. The best programme ever! :)
"
7690,42,"@april_grant sure thang, I'll call you now :)
"
7691,42,"3 and a half hours later... Still no text back. Brilliant.
"
7692,42,"Sometimes I think my mother is the teenager in our relationship.
"
7693,42,"@ChipmunkArtist are you just a Special guest tonight for @JLSOfficial? Or are you doing any more? (yn) :)
"
7694,42,"@april_grant REALLY? :( haha I know. I just feel so left out! :(
"
7695,42,"@april_grant - peter andre 'be happy' hahahaha CRINGE!! ;)
"
7696,42,"Have fun at Ambers, wish I were there :( fml.
"
7697,42,"@GLBriggs that's what I thought!!! Haha!
"
7698,42,"@joshuanoon I might come see you on one of my frees tomorrow!! In major need of some JOSH time :) :)
"
7699,42,"Had the day from hell, I swear! Roll on 10.. I want to see my freddie in skins ;)
"
7700,42,"I wish I could drive. I would be out of this house like a shot.
"
7701,42,"My mum treats me like a child. I plan to move out in one year and 168 days.
"
7702,42,"In a bad mood. For no reason. Great.
"
7703,42,"I'm annoying myself how much I'm craving food! It's totally unnecessary after eating so much today.
"
7704,42,"I'm having such a food day, can't actually stop eating!
"
7705,42,"I want my @JLSOfficial underwear and cake decorations to arrive. I'm too obsessed..
"
7706,42,"Wednesday comes around again tomorrow... How depressing.
"
7707,42,"@GLBriggs hahaha! You have the same birthday as Marvin? That's pretty cool ;)
"
7708,42,"@GLBriggs :O how could you say that! ;) he's absolutely gorge ;)
"
7709,42,"Came home from college to find the toilet has gone! Wtffff?!
"
7710,42,"On my way to college. The joy :/
"
7711,42,"I want to join glee club.
"
7712,42,"@April_grant hahahha you saddo.
"
7713,42,"Listening to @ChipmunkArtist's album before watching gleeee! :)
"
7714,42,"@HSTChris exactly!!! So stupid!
"
7715,42,"My coursework tells me to use the 'harvard referencing' option.. Umm, excuse me?! What the hell does that mean!!
"
7716,42,"Has had a pretty rubbish day, feeling pretty low :/
"
7717,42,"@april_grant whattt? When? No ones perfect...
"
7718,42,"I've no idea what to tweet anymore... I'm doing nothing, nothing is happening and nothing will happen...
"
7719,42,"@april_grant, thankyou soooo much! Ohh haha I wondered how that happened! :L thanks :)
"
7720,42,"Was sick at a party, that's NEVER cool, I could die right now...
"
7721,42,"I've got so much to do today, and having work for four hours of the day is a big inconvience!
"
7722,42,"Looking forward to partying the night away!!!
"
7723,42,"@april_grant it's absolutely fine! :L
"
7724,42,"I'm in a weird mood.. I feel sad that I will be leaving a party on my own tomorrow... Why is this making me sad? Haha
"
7725,42,"I just dropped my iPod on my ankle and it REALLY hurt.. More than what people would expect.
"
7726,42,"I love listening to old music. Brings back some amazing memories :)
"
7727,42,"@ChipmunkArtist are you touring  at the Brighton Centre at all? :)
"
7728,42,"I just had the nicest chocolate cake ever, it was ridiculously too good.
"
7729,42,"Skins tonight, oh how I've missed youuuuu!!
"
7730,42,"Don't stop believing is such a tune.
"
7731,42,"New hair extensionsss! Yes :) my head is unbelievabley tight!!
"
7732,42,"@kirstyhoggins did you go into town?
"
7733,42,"Desperate Housewives is amazing already!!!!
"
7734,42,"Wants some cake mixture and cookie dough, soooo hungry!!
"
7735,42,"Listening to @JLSOfficial's album. Love it :)
"
7736,42,"'phoebe do you have a plan?' 'i don't even have a pla' I love friends!
"
7737,42,"Desperate Housewives so soon, I can't contain my excitement!!!
"
7738,42,"I appreciate Asos sending me their catalog, purely because of the interview with @ChipmunkArtist :)
"
7739,42,"What a long day!
"
7740,42,"Why does my phone never have signal when it's on charge? Most irritating thing ever!
"
7741,42,"@April_grant your mum.
"
7742,42,"Hates pointless phonecalls!
"
7743,42,"Can't wait to get into bed tonight! Too tired!
"
7744,42,"@joshuanoon oh yessss! I forgot :P that's VERY exciting! :)
"
7745,42,"Why doesn't anything exciting happen anymore?
"
7746,42,"@GLBriggs same! I well wish they would bring it back :( it was soo good! :)
"
7747,42,"Last episode of friends, gets me everytime!! :(
"
7748,42,"Glee in a bit! Woooo :)
"
7749,42,"A day in bed and feeling no better. Damn you, the common cold!
"
7750,42,"I have a hot chocolate and hot water bottle, yet I'm still cold? Damnnn...
"
7751,42,"Isn't getting out of bed today.
"
7752,42,"i want to feel better. i HATE being ill.
"
7753,42,"@April_grant pasta please ;)
"
7754,42,"@GLBriggs that sounds like an amazing plan! :)
"
7755,42,"I'm going for a curry. Very pleased.
"
7756,42,"I really want a curry tonight.
"
7757,42,"The thought of waking up tomorrow morning is haunting me.
"
7758,42,"@april_grant sweeeet! I'm too excited!!!
"
7759,42,"I am not looking forward to tomorrow.
"
7760,42,"I have a really sicky feeling in my stomach :(
"
7761,42,"Feels like this day has dragged on, time for a shower and a hot chocolate :)
"
7762,42,"Coronation Street? Really? :|
"
7763,42,"@joshuanoon Desperate Housewives returns in ONE week!!! :D
"
7764,42,"@april_grant  JOHN and EDWARD!!!!!!
"
7765,43,"*smokin session 6ytChez...6e 6aC when im hiGh n ready 2 talk sum shyt
"
7766,43,"i did a report 4 #tigerwoods when iwuz inda 5th Grade leaVe dat man alone !...he helpd me Get an A! lol
"
7767,43,"fuC iz up 6ytChez!! ..ladiez dont 6e offended when i Call yall 6ytCheZ...it jus Meanz idk all ya namez individually..thank U
"
7768,43,"ihate le6ron 6ut dis nyGah iz hella niCe
"
7769,43,"#isitjusme do every liGhtskin 6ytCh think she 6ad ..uh uh 6ytCh da darker da 6erry da sweeter tha juiCe..luv my Darkskin 6ytChez!
"
7770,43,"iGot drunk n passed out at my homie Cri6 no tooth6rush so iwoke up n used my finGahz 26rush! #imfrom6rooklyn nyGah!
"
7771,43,"eatin sum roCCY road iCe Cream from 6askin ro6inz ! dis shyt iz hitn da spot rii now....munchies!!!
"
7772,43,"@ladiesloveyah Got dat alreadi ...iwuz ondat 1nCe iheard it inda car lol
"
7773,43,"@ladiesloveyah no shame on uuu ..yall all helped me Get odee fuCd up lyk dat !
"
7774,43,"@Meesiie ikno ikno i ijus got my JaC ChargEd iaint 6een in touch wit no1 all wk ..call me nw matta faC
"
7775,43,"sum1 jus   unfollowed my ass lol iGuess my lanGo 2 xpliCit 4 6ytCheZ lml #OhWell
"
7776,43,"@SexciShayBaYbAy hell yea n im da wurst if i drink witout smokin ... i6e wantn 2fight n shyt u C da 6udd mellows it out 4me lol
"
7777,43,"@MrTweterAftrDrk shyt alll ova da plaCE nyGah n it dnt help nun dat ilost my JaC when nyGahz wuz partyN smh
"
7778,43,"#random u gotta have sum tight ass pussy 26e a6le 2 skeet when u Cum ...def a #turnon ..6ytChez step ya p*ssy game up!
"
7779,43,"y0 wtf ppl help a nyGah out gimme sum decent songz 2 thro onda ipod
"
7780,43,"@SexciShayBaYbAy well we Can make a 6et 4da nxt tyme nyGahz Go out .. iwont roll up not 1 tyme !
"
7781,43,"@ladiesloveyah C idnt even remem6a nun ov dat...my 6rain iz type fried dis week lol
"
7782,43,"@MrTweterAftrDrk aint shyt 6ruh wutChu dealn wit
"
7783,43,"@SexciShayBaYbAy sooo u wana make a 6et ? lol
"
7784,43,"@ladiesloveyah lml when isaid dat? ilyk pierCerd 1nz 2 tho....#imjussayn lol
"
7785,43,"@SexciShayBaYbAy umm xCuse m ihave self control...sumwut lol
"
7786,43,"@ladiesloveyah lol dont wrry kno1nz Gunna JudGe u! lml
"
7787,43,"ppl im tryna update my ipod gv me sum gud songZ!!!
"
7788,43,"@SexciShayBaYbAy lml #dontdissme!! n no1 eva knoz wut im Capa6le ov until i do it !
"
7789,43,"@ladiesloveyah yeah datz evry6odyz fav line afta they Get fuCd up !
"
7790,43,"@SexciShayBaYbAy lol nah a nyGah Gon hv2 hit da druG test so0n ima hv2 ...until thennnnn ...lml #u6eknoin
"
7791,43,"#faCt im da pussy eatin CHAMp! Shyt  i turn myself on .. #imjussayn
"
7792,43,"@ladiesloveyah  yep esp when yo ass iz wasted !
"
7793,43,"@SexciShayBaYbAy lml i6een alll ova da damn plaCe ...iaint really 6een home yet ....nxt wk im startn off fresh 1nCe i #so6erup
"
7794,43,"@SexciShayBaYbAy shay 6ay 6ay!!! lml wutZ Gud ..n ithink dem shytz gotta 6e at p Cri6..iGotta stp smokin
"
7795,43,"@ladiesloveyah ayeee wutZ Guud white Gurl
"
7796,43,"#oneofmyfollowers iz so0 fuCn sexC she aint  gotta lemme 6eat ..Jus let a NyGAh eat!
"
7797,43,"#idontunderstandwhy  ualwayz fall asleep afta u Get ya nut ...6ytCh uGon start doin me 1st...so i could fall asleep on u
"
7798,43,"#oneofmyfollowers tryd 26ag me on twitter n i str8 dissd da 6ytCh when iseen ha inda Clu6 ..6ytCh #Doiknoyou?
"
7799,43,"@LeaveMeJuicyy yo u luk lyk lefteye in ya twitcon my nyGah
"
7800,43,"fuC izz Up twitter...who missed a nyGah ..dis shyt lukn type dead on hea!
"
7801,43,"6e 6aC ina lil while MuhFuCahZ 6klYn Shyt !
"
7802,43,"@ReALKlaSs_BiTcH damn u yunG az hell lol n itz a party dis wknd 6ut umite need sum 6iG Gurl i.d. lol
"
7803,43,"@Meesiie iGotChuu 6ottle 6uddy
"
7804,43,"@ReALKlaSs_BiTcH Yesss CheCC me out lol... wut 6out u  th0
"
7805,43,"#random listenin 2 all dez sex sonGz way 2 earLy im ready 2Get in sum p*ssy Lyk rii now!
"
7806,43,"shorty sendn twit piCz sayn Cum n Get dis.. LOL :)
"
7807,43,"@ReALKlaSs_BiTcH 2o yrz ol 6ut i stroke istroke it lyk im 35!! lol
"
7808,43,"ladiez dont eva think u aint gota chance cuz if  i see sutn ilyk ucumn home wit me 2nyte!!&lt;yuuuppp...i6e feeln myself
"
7809,43,"!!!
"
7810,43,"@PrettyPerv lol lemme fiind out u hv no typa patienCe
"
7811,43,"@ReALKlaSs_BiTcH Ayee wutZ Shakiiin
"
7812,43,"@PrettyPerv well idk y ya shyt aint popn up on my list hit my shyt
"
7813,43,"@PrettyPerv lol ihea u i6een out hea 4a min so im us2 dis shyt ...CheC ya Dm
"
7814,43,"wanna 6e where you are &lt;&lt;Trey SonGZ..datz da Clu6 shyt 4da ladiez!!
"
7815,43,"@PrettyPerv smh too quiet im use2 see3in copz on evry corna in my hood lol im in laurelton th0
"
7816,43,"@PrettyPerv wow u out in waCC ass queenz 2... same shyt
"
7817,43,"@PrettyPerv oh wuurd? lol wea u from?
"
7818,43,"&gt;&gt;i6et da neiGh6orz no my naame dey 6e stressn while we seXn!!
"
7819,43,"@PrettyPerv if u dont kno me ukno ov me!! im pretty sure useen me sumwea 6e4...im everywea lol
"
7820,43,"@Royalty_Pyt aint shyt wutz CraCn!
"
7821,43,"put my num6a in ya fone if u fiine u Cute u should Cum home wit meee
"
7822,43,"@PrettyPerv mnm rii 6aC at u 6o0
"
7823,43,"She 6e SCratChn me uuuup....6ut itZ Co0ol
"
7824,43,"Ifelt so inspired 6ut wut my teaCher said...wuz dat ieitha 6e dead or 6e a reefa head !
"
7825,43,"dont u Hate muHfuCahz dat follow u jus 2take up ya timeline sayn dum6 shyt
"
7826,43,"@Meesiie LMAo omG uaint shyt 6ottle 6uddy if uwanted 2 smoke out ov a 6onG iGot plenty ov thoz!!! n dnt start piCn up my munChie ha6itz! lol
"
7827,43,"@Meesiie 6laah if dat wuz me iwouldve 6een Getn cursed out rii now...FuC u wuz doin 6lowin it dwn?!
"
7828,43,"i dont wea tiGht jeanz lyk da white6oiiz......6ut i do Get wasted lyk da white6oiiz!!!!
"
7829,43,"s/o 2 my new followahZ!!! Dont JUs watCh...say Suttn 6a6y!!
"
7830,43,"s/o 2 All My Main NyGahz N 6ytChez!!!! iLuV yall muhFuCahz!!
"
7831,43,"mornin Twitter muhfuCahz
"
7832,43,"iwonder woman r u my kinda woman??&gt;trey sonGZ ///*G*NYTE!!!
"
7833,43,"@xXxSaPPhOxXx awwww it wuz Cuute dnt say dat...im off dis th0 txt me
"
7834,43,"#off dis ppl ///my mainZ Hit da jaC up if ya neeed me!
"
7835,43,"@xXxSaPPhOxXx wurd my nyGah will 6e home so0n th0 **FREE MY NYGAH DEP!!!*
"
7836,43,"@MrFrEsHiiZiiMiZ it 6een on jus got dis pieCe ov shyt til my otha fone Cum
"
7837,43,"@xXxSaPPhOxXx lol wyrrd at least utuk da tyme 2do dat shyt then....ikno istill Got it sumwea 2 rii wit dat red ass ""kat"" jersey lol
"
7838,43,"@MrFrEsHiiZiiMiZ lol idk dnt really matta th0 i realized iget fucd up off ne thing lonG az igot my 6uDD lol 6ut yea hit my shyt im #offdis
"
7839,43,"@iRideEmLikWaVes datz u txtm ,frm sum Crazi lukn shyt? idk yyy ithawt dat wuz my homegurl lml
"
7840,43,"@MrFrEsHiiZiiMiZ lol @imjussayn it Getz kinda lonely Cuz
"
7841,43,"@xXxSaPPhOxXx Wuurd rii he wuz in luv wit dat shyt !!! istill think he wuz up tryna watCh th0 lml
"
7842,43,"@MrFrEsHiiZiiMiZ Hope u aint ddrop da soap nyGah!! LmL if u dnt danCe sat we""ll kno y!
"
7843,43,"@iRideEmLikWaVes uaint txt meee...ur so0o full ov it lol u sound lyk u readn sutn
"
7844,43,"@xXxSaPPhOxXx lol damn ya memory iz Crazi ,,,datz def a ClassiC throw6aC!
"
7845,43,"y tha fuC iz evry1 watChn 6oyz inda hood on 6et..dat ""stuff"" iz so ""muthaluVn"" waCC.. witout da cursn n violenCe dat ""spit"" iz Corny! lol
"
7846,43,"@MrFrEsHiiZiiMiZ LoL my nyGAh Fresh outta twiiter Jail Out On 6aiL!!
"
7847,43,"@iRideEmLikWaVes uGh wutz new lyk ur nva happy ...ilyk 2 talk 2 positive ppl kpz me positive so ima need 2 #GEturshyt2GEtha!
"
7848,43,"@xXxSaPPhOxXx Lmao u hva wil Crazi imagination ukno dat?
"
7849,43,"@iRideEmLikWaVes WuTZ Gud wutChu doin
"
7850,43,"@xXxSaPPhOxXx LoL nah ukno my stu66orn ass!! uGon hv2 Cum a lil harder!
"
7851,43,"unVaa tuk da Tyme  2kno how Gud ov a person anyGah iz  im suCh a sweetheart ...6ut ujus seem2 waNa 6 a 6ytCh all da tyme!#whywe6rokeup
"
7852,43,"@SexciShayBaYbAy n itz when u tweet 2muCh n dey put yo ass on tymeout...lol
"
7853,43,"@xXxSaPPhOxXx idnt think nooo6ody Can take my pride 4me....iCan may6 tone it dwn jus a 6iT 4ya th0 lol
"
7854,43,"@SexciShayBaYbAy ikno 6ut Shyt thoz r jus wut ikp Cumn aCross..Cant 6e niCe dez dayz ReaL taLK
"
7855,43,"@ladiesloveyah umm dont diss my name !! iMay 6e a whore 6ut my twitter name iz juss fine!! lol
"
7856,43,"s/o 2 @MrFrEsHiiZiiMiZ 4 alwayz Calln me out on my thuG status 6ut u Doin da 6id rii now nyGah ! lml
"
7857,43,"@xXxSaPPhOxXx Lmao...jo6 well done!! iGot jus da perfeC Gift 4u! lol
"
7858,43,"@SexciShayBaYbAy hey o well 6ein ina relationship wit dez chiccz nw n dayz iz a lose lose situation ne way
"
7859,43,"@NeckkMaaJuices lol iGuess so ha ass disappeared!!
"
7860,43,"@ladiesloveyah LoL omG dont even mention dat store ..sumhow im alwayz getn draGd in2 dat 6ytCh 26e asked ""ulyk dis  or dat1"" smh
"
7861,43,"@SexciShayBaYbAy yeah C datz wut i tryy NOT 2do...feel lyk a Ass aftawardz...so not wit it ima Taurus..2muCh pride 4daat shyt
"
7862,43,"@ladiesloveyah ""datz dem 7$ shoez 4 ya "" lmao!
"
7863,43,"@SexciShayBaYbAy im srry im jus s0 us2 6ytChez tryna 6 hardasses nw n dayz smh most 6ytChez dnt Gva fuC 6out an ""emotion""
"
7864,43,"@therealbabygirl uGh eew idC iHate 6oyZ!
"
7865,43,"lol free my nyGah @MrFrEsHiiZiiMiZ *sinGn* Im LoCCed up..Dey woNt letMe Out!* lol
"
7866,43,"@aTruUrbanL lmao iwuz wondern wut happnd 2dat nyGAh Lmao !!
"
7867,43,"@xXxSaPPhOxXx Awww Dont Make a G Get da SniffleZ Now lol jp
"
7868,43,"so she sayz ..... @SexciShayBaYbAy #UAINTGOTS2LIECRAIG!
"
7869,43,"@therealbabygirl Dont Hate!!! at least suuum6odi luVz me dammit!! lol
"
7870,43,"@DATBITCHTIFF89 Guuud Datz Da onLi tyme uCan Get away wit doin dat danCe in pu6LiC iz if u xtra SauCie lml
"
7871,43,"s/o 2 @xXxSaPPhOxXx 4 alwayz makiin me feel xtra xtra odee speCial!!!
"
7872,43,"@DATBITCHTIFF89 dont say dat now...Cuz if they eva play da eleCtriC slide ima 6e lukn 4u!!! lol #OlHead Shyt
"
7873,43,"ihate when ppl say itz da thawt dat Countz...6ytCh ushouldve thawt 2save sum 6read 2Get me a real GiFt!!! LmL #Cheap6ytCh
"
7874,43,"@SexciShayBaYbAy lol shyyt ihea u ...6ut deep dwn uknoooo uGon 6 lukn 4ward 2 sutn at least sum fuCn roses or sum shyt lol
"
7875,43,"@DATBITCHTIFF89 uLL Get ova it ...uhv2..im da onli 1 datz Gona 6 sinGn da thro6aCz wit u lol
"
7876,43,"@SexciShayBaYbAy ukno wut i aCtually dont minD not Havn a Valentine CuZ AnyGah aint Gota spenD a DiME!! lol #JEWshyT
"
7877,43,"@DATBITCHTIFF89 C datz wut happnz !! uwuz pos2 6e dwn wit us smh
"
7878,43,"@MrFrEsHiiZiiMiZ iiaint doin shyt 2mar so ima slide thru ...No finGah wit tuthpaste no  more th0 #hoodlyfe lol
"
7879,43,"@DATBITCHTIFF89 @MrFrEsHiiZiiMiZ WUrdd lol ha Valentine Name iz SAZoN!!!!
"
7880,43,"@DATBITCHTIFF89 #dontdissus!!!! ukno u wanna 6e dwn!!!
"
7881,43,"@MrFrEsHiiZiiMiZ idk Cuz imite 6e Lonely dis wknd 2 ...so0 lukz lyk imite 6e makin eGGz smh lol
"
7882,43,"@SexciShayBaYbAy @MrFrEsHiiZiiMiZ &lt;&lt;wurd rii Cuz nyGahz need luv 2!!
"
7883,43,"@SiipDiisKola #HaterrAiD!! lol
"
7884,43,"uwuz my wife ishouldnt hv fuCd up wit u...6ut ihad 2 fuC dat 6ytCh n fuC her friend 2! smh idid u wronG #whywe6rokeup
"
7885,43,"@Meesiie iLove u 2 6ottle 6uddyy!!!
"
7886,43,"4real ppl lemme go smoke !!! CrC!
"
7887,43,"@MrFrEsHiiZiiMiZ Dont wurry Cuz ...we Gon Get fuCd up n hv us a waitn 2 exhale moment
"
7888,43,"eva lyked a 6ytCh so muCh utry 2 luk past ha fuCd up wayz? 6ut dat 6ytCh jus kp pushn u ?! onli so muCh a nyGah CouLd take #whywe6rokeup
"
7889,43,"@Meesiie okayyy 6ottle 6uddy ya fone will 6e rinGn 6e4 da nyTe iz out...we have alot ov GossipN 2do ne wayz lol
"
7890,43,"ihate a immature ChiCC y0 deadass
"
7891,43,"CrC ppl smoke 6reak real quiC...need 2 Get my mind rii
"
7892,43,"@MrFrEsHiiZiiMiZ omG My nyGah uneed sum weed in ya life rii now ..puff puff n say FuC it! ur sensitive onda low nyGah lol
"
7893,43,"@NeckkMaaJuices umm dont talk 6out me ! ya lil yellow ass!
"
7894,43,"@Meesiie omGee!!! iwuz playin ps3 n 6ein a 6um6 all daii 4give me!! uhad compani ne way dammit!
"
7895,43,"@MrFrEsHiiZiiMiZ lmao heeaa u Go nyGAh lol
"
7896,43,"itz lyk im dealn wit 2diff ppl...make up ya mind uwanna luv me 1day n hate me da nxt ur #6lowinMYshYT datz #whywe6rokeup
"
7897,43,"@MrFrEsHiiZiiMiZ lml ikp telln u nyGah datz dat Taurus shyt
"
7898,43,"@NeckkMaaJuices lol ualreadikno ihad 2go 6aC n 6e lyk wtf iz she talkn 6out .lol
"
7899,43,"@SexciShayBaYbAy LMAO!! i am well fed thank u! lol dnt try2 diss me
"
7900,43,"@NeckkMaaJuices lol wtf did u jus lyk retwist wut isaid 2wea icnt undastand wtf u said? ima need u2 speak my lanGo lol
"
7901,43,"@MzChynaDaNinja ""hey"" wutChu doin
"
7902,43,"u talk y0 ass off over a txt 6ut uCnt Conversate wit me onda Fone ? smh 6ytCh #whywe6rokeup
"
7903,43,"@xXxSaPPhOxXx LoL u DEMAND respeC huh? iheaa dat!
"
7904,43,"6ytCh u Lie so fuCn muCh u 6elieve yaself!!..smh  #whywe6rokeup
"
7905,43,"@SexciShayBaYbAy if itz still 6itin n liCn involved den idnt wanna fite!!!lol
"
7906,43,"@SexciShayBaYbAy TAlkn 6out i6roke up wit myself lol iwould nva leave me ima handsum ass NyGah mite i say lol
"
7907,43,"CinnastiXX!!!! munChiez on deC!
"
7908,43,"uwuz aCtn lyk uwuz too Gud 4a nyGah...6ytCh u from da same hood az me!! #whywe6rokeup
"
7909,43,"@SexciShayBaYbAy LMAO dat izzz NOT how u spell dat shyt ima need u 2 get a spellCHeCC!!lol
"
7910,43,"*ERIk FouGht mE Made Me TuFFah...LoVe u 4dat my nyGah no matta wut 6ruH!!
"
7911,43,"@xXxSaPPhOxXx lol dnt 6e talkn 6out mom dukez lyk dat!! #hater ...n u aint got no game lol cant run dat shyt on me ukno dat
"
7912,43,"@SexciShayBaYbAy n Dont 6e tryna play my liFe!!
"
7913,43,"@SexciShayBaYbAy LOl noo dat 6ytCh wuznt ne Gud ...if ugot my name tatd n aint meet my momz ukno uaint shyt lol
"
7914,43,"@MrFrEsHiiZiiMiZ yeeah nyGah iknoo We CAnt jus 6e smokin n drinkn 2Getha alone all da tyme #sosoGAy
"
7915,43,"@xXxSaPPhOxXx n yo ass 6etta stiC 2dis wurd ov urz
"
7916,43,"@xXxSaPPhOxXx dont try2 sweet talk my ass lol ...oh n italkd 2ya momz 2dai...she misses meee :-p
"
7917,43,"me n my 6iG 6rutha will fiGht til fuCn 6lood 6ut dis nyGah will nOt let ne1 else put dey handz on me ilove dis 73o ass nyGah
"
7918,43,"damn 6ytCh ALL u kno how 2 Cook iz oodles n noodlez?? #whywe6rokeup
"
7919,43,"@xXxSaPPhOxXx nva said uwuznt 6oo...6ut idk wutChu telln me dat 4...Cuz uwuz nva da type 2try 2 jump 6ad wit me ...illstill kiC ya ass!!
"
7920,43,"@MrFrEsHiiZiiMiZ wurrdd n yo ass live inda 6ooniez so itz Gon feel lyk a VaCa away from evry6odii...NyGahz Gon nd a ounCe ov 6ud indat 6ytCh
"
7921,43,"u6e 6lowin my Shyt when iaint even doin nufn 6ytCh Go off when iGet CauGHt in sum p*ssy or sutn #whywe6rokeup
"
7922,43,"@MrFrEsHiiZiiMiZ Wurrrd ??? so y u talkn shyt 6out it now!!? she Gon C dis shyt n shut u dwn Cuz lol
"
7923,43,"#petpeeve 6ytChez dat dont  Clean up afta demselvez....smh ihate a lazy 6ytCh!
"
7924,43,"@xXxSaPPhOxXx yeah iikno u rii ....jus 6are wit me dammit!!!
"
7925,43,"@MrFrEsHiiZiiMiZ Wuurd? steph 6e on it ! she aint letn ya drunkn monkey ass drive dat shyt!!.
"
7926,43,"listen 6ytCh ididnt think uwuz Gud enuff 2meet my momma so datz #whywe6rokeup
"
7927,43,"@BitchzHateFatty Smh N iThawt IwuZ a FreeloaDaH !! LmL
"
7928,43,"@SexciShayBaYbAy lol iGotChu ii6een Had it!
"
7929,43,"@xXxSaPPhOxXx iid0 6ut umake dat shyt hard n otha ChiCz alwayz make it wurst 4da nxt u alreadi kno..
"
7930,43,"@MrFrEsHiiZiiMiZ lol wurrd...n nyGah lemme fiind out nyGahz iz huKEd on my eggZ LmL!
"
7931,43,"6ytCh aLL u Do iz LAy on y0 Ass n smoke up all my Shyt!! #whywe6rokeup
"
7932,43,"@xXxSaPPhOxXx wuhh wutZ datz pos2 mean?? lol n if dat were tru then u would undastand wea im cumn from!
"
7933,43,"@ladiesloveyah LoL dont 6e LauGhn At shyt dat aint funni dammit
"
7934,43,"@xXxSaPPhOxXx iaint say uwuznt 6ut da same way y0 ass wuz feeln 6e4 iz how i6e feeln now..Dont try 2 Get tuff Guy on nyGhaz now!!
"
7935,43,"@xXxSaPPhOxXx dont say 4no reason!! smh n ikno u would 6ut dat dnt mean u mean it ..esp now pimpn!
"
7936,43,"u C a 6ad 6ytCh  tryna 6e Cute n shyt Cuz she C u luKn ...lol then da 6ytCh tripz mad hard udnt wana lauGh th0 lol #awkwardsituation
"
7937,43,"s/o 2 @ladiesloveyah ikno im l8te 6ut ijus wanted 2 say fuC uUuU!!! lMl
"
7938,43,"@iRoqPumpz lol udnt kno 6out dat dea..lol iGet hiGh n 6e fuCn up my kitChen
"
